activity_year,lei,derived_msa-md,state_code,county_code,census_tract,conforming_loan_limit,derived_loan_product_type,derived_dwelling_category,derived_ethnicity,derived_race,derived_sex,action_taken,purchaser_type,preapproval,loan_type,loan_purpose,lien_status,reverse_mortgage,open-end_line_of_credit,business_or_commercial_purpose,loan_amount,loan_to_value_ratio,interest_rate,rate_spread,hoepa_status,total_loan_costs,total_points_and_fees,origination_charges,discount_points,lender_credits,loan_term,prepayment_penalty_term,intro_rate_period,negative_amortization,interest_only_payment,balloon_payment,other_nonamortizing_features,property_value,construction_method,occupancy_type,manufactured_home_secured_property_type,manufactured_home_land_property_interest,total_units,multifamily_affordable_units,income,debt_to_income_ratio,applicant_credit_score_type,co-applicant_credit_score_type,applicant_ethnicity-1,applicant_ethnicity-2,applicant_ethnicity-3,applicant_ethnicity-4,applicant_ethnicity-5,co-applicant_ethnicity-1,co-applicant_ethnicity-2,co-applicant_ethnicity-3,co-applicant_ethnicity-4,co-applicant_ethnicity-5,applicant_ethnicity_observed,co-applicant_ethnicity_observed,applicant_race-1,applicant_race-2,applicant_race-3,applicant_race-4,applicant_race-5,co-applicant_race-1,co-applicant_race-2,co-applicant_race-3,co-applicant_race-4,co-applicant_race-5,applicant_race_observed,co-applicant_race_observed,applicant_sex,co-applicant_sex,applicant_sex_observed,co-applicant_sex_observed,applicant_age,co-applicant_age,applicant_age_above_62,co-applicant_age_above_62,submission_of_application,initially_payable_to_institution,aus-1,aus-2,aus-3,aus-4,aus-5,denial_reason-1,denial_reason-2,denial_reason-3,denial_reason-4,tract_population,tract_minority_population_percent,ffiec_msa_md_median_family_income,tract_to_msa_income_percentage,tract_owner_occupied_units,tract_one_to_four_family_homes,tract_median_age_of_housing_units
2024,549300HW662MN1WU8550,99999,WI,55005.0,55005000100,C,VA:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,1,2,2,3,31,1,2,2,2,205000.0,93.0,5.25,-1.138,2,5985.2,,4401.75,3138.75,,360,,,2,2,2,2,225000.0,1,1,3,5,1,,,,1,10,2.0,,,,,5.0,,,,,2,4,5.0,,,,,8.0,,,,,2,4,1,5,2,4,>74,9999,Yes,,2,2,1,,,,,10,,,,3931,5.42,86700,98,1558,2752,39
2024,RVDPPPGHCGZ40J4VQ731,19124,TX,48121.0,48121020123.0,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Asian,Male,1,2,2,2,1,1,2,2,2,475000.0,95.0,6.25,0.287,2,15623.52,,1847.22,1847.22,,360,,,2,2,2,2,495000.0,1,1,3,5,1,,154.0,30%-<36%,2,10,2.0,,,,,5.0,,,,,2,4,2.0,21.0,,,,8.0,,,,,2,4,1,5,2,4,25-34,9999,No,,2,1,3,,,,,10,,,,6134,50.47,110300,119,1125,1380,13
2024,549300YIQ7S7Z8PIHE53,36540,IA,19155.0,19155030300.0,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Female,5,0,2,2,1,1,2,2,2,125000.0,,,,3,,,,,,360.0,,,2,2,2,2,,1,1,3,5,1,,57.0,,9,9,2.0,,,,,5.0,,,,,2,4,5.0,,,,,8.0,,,,,2,4,2,5,2,4,35-44,9999,No,,1,1,3,,,,,10,,,,3341,16.19,109700,69,1237,1475,58
2024,7H6GLXDRUGQFU57RNE97,35614,NY,36081.0,36081027102.0,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Asian,Male,4,0,2,1,1,1,2,2,2,315000.0,,,,3,,,,,,360.0,,,2,2,2,2,,1,1,3,5,1,,89.0,,9,9,2.0,,,,,5.0,,,,,2,4,2.0,26.0,,,,8.0,,,,,2,4,1,5,2,4,35-44,9999,No,,1,1,1,2.0,5.0,,,10,,,,3112,93.96,101900,84,77,96,0
2024,549300R9S3MVDV4MGF56,35084,NJ,34013.0,34013013200.0,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,3,0,2,2,32,1,2,2,2,115000.0,33.529,,,3,,,,,,360.0,,,2,2,2,2,345000.0,1,1,3,5,1,,63.0,46,1,10,3.0,,,,,5.0,,,,,2,4,6.0,,,,,8.0,,,,,2,4,3,5,2,4,55-64,9999,No,,1,1,6,,,,,7,,,,3428,99.15,133300,66,249,869,58
2024,AD6GFRVSDT01YPT1CS68,36740,FL,12095.0,12095014503.0,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Black or African American,Female,5,0,2,1,4,2,2,1,2,65000.0,,,,3,,,,,,480,,1.0,2,2,2,2,,1,1,3,5,1,,46.0,,9,9,3.0,,,,,5.0,,,,,2,4,3.0,,,,,8.0,,,,,2,4,2,5,2,4,55-64,9999,Yes,,1,1,6,,,,,10,,,,6423,78.55,90400,44,742,1350,48
2024,549300HW662MN1WU8550,28140,KS,20091.0,20091053413,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Female,1,6,2,1,32,2,2,1,2,55000.0,59.719,9.75,1.61,2,,,,,,360,,1.0,2,1,2,2,525000.0,1,1,3,5,1,,192.0,20%-<30%,3,10,2.0,,,,,5.0,,,,,2,4,5.0,,,,,8.0,,,,,2,4,2,5,2,4,45-54,9999,No,,2,1,6,,,,,10,,,,4082,30.97,103000,147,894,1142,19
2024,549300AQ3T62GXDU7D76,40140,CA,6065.0,6065041806.0,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Hispanic or Latino,White,Male,1,9,2,1,1,2,2,2,2,135000.0,102.55,0.0,,2,750.0,,500.0,,,360.0,,,2,2,2,2,695000.0,1,1,3,5,1,,120.0,48,3,10,11.0,,,,,5.0,,,,,2,4,5.0,,,,,8.0,,,,,2,4,1,5,2,4,35-44,9999,No,,1,1,1,,,,,10,,,,4112,58.54,97500,188,1133,1288,26
2024,549300FNXYY540N23N64,99999,VA,51690.0,51690000100.0,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Hispanic or Latino,White,Male,4,0,2,2,1,1,2,2,2,105000.0,,,,3,,,,,,360.0,,,2,2,2,2,,1,1,3,5,1,,33.0,,9,9,1.0,11.0,,,,5.0,,,,,2,4,5.0,,,,,8.0,,,,,2,4,1,5,2,4,25-34,9999,No,,2,1,1,,,,,10,,,,3340,62.99,73900,61,627,1343,54
2024,9845006YE04B346EC919,18140,OH,39049.0,39049009495.0,C,VA:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,1,71,2,3,32,1,2,2,2,325000.0,91.54900,5.250,-0.557,2,23880.89,,19063.75,17468.75,228.00,360,,39,2,2,2,2,355000,1,1,3,5,1,,83.0,50%-60%,2,10,2.0,,,,,5.0,,,,,2,4,5.0,,,,,8.0,,,,,2,4,1,5,2,4,65-74,9999,Yes,,1,1,1,,,,,10,,,,5258,42.16,103300,84,1098,1830,29
2024,254900LTD432L5CHIZ48,24860,SC,45045.0,45045002302.0,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Hispanic or Latino,White,Female,1,71,2,1,32,1,2,2,1,395000.0,50.00000,8.375,,3,,,,,,360,,,2,2,2,2,795000,1,3,3,5,1,,,,3,10,1.0,11.0,,,,5.0,,,,,2,4,5.0,,,,,8.0,,,,,2,4,2,5,2,4,35-44,9999,No,,2,1,6,,,,,10,,,,3993,55.37,84700,57,784,1509,55
2024,549300QKL5FUBZ8LSF50,39740,PA,42011.0,42011011903.0,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,1,71,2,1,1,1,2,2,2,515000.0,95.00000,6.500,0.284,2,11563.11,,6304.89,,5105.89,360,,,2,2,2,2,535000,1,1,3,5,1,,161.0,41,3,3,2.0,,,,,2.0,,,,,2,2,5.0,,,,,5.0,,,,,2,2,2,1,2,2,35-44,35-44,No,No,2,1,2,1.0,2.0,1.0,2.0,10,,,,5175,14.94,93700,148,1558,1687,22
2024,549300KSOOZZVXCMA627,36420,OK,40109.0,40109108318.0,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Joint,4,0,2,1,32,1,2,2,2,185000.0,,,,3,,,,,,360,,,2,2,2,2,,1,1,3,5,1,,83.0,,9,9,3.0,,,,,3.0,,,,,2,2,6.0,,,,,6.0,,,,,2,2,2,1,2,2,35-44,45-54,No,No,2,3,6,,,,,10,,,,5748,42.47,89100,136,1603,2109,22
2024,549300HW662MN1WU8550,99999,WI,55005.0,55005000100,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,1,3,2,1,1,1,2,2,1,285000.0,75.0,7.998,,3,,,,,,360,,,2,2,2,2,375000.0,1,3,3,5,1,,1435.0,<20%,1,10,2.0,,,,,5.0,,,,,2,4,5.0,,,,,8.0,,,,,2,4,1,5,2,4,35-44,9999,No,,2,1,2,1.0,,,,10,,,,3931,5.42,86700,98,1558,2752,39
2024,549300FGXN1K3HLB1R50,99999,OH,39145.0,39145003800.0,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,1,2,2,2,1,1,2,2,2,285000.0,96.5,5.75,0.016,2,11489.12,,5793.12,,,360.0,,,2,2,2,2,295000.0,1,1,3,5,1,,141.0,46,1,10,2.0,,,,,5.0,,,,,2,4,5.0,,,,,8.0,,,,,2,4,1,5,2,4,<25,9999,No,,2,1,3,,,,,10,,,,4423,7.14,81600,83,1235,2127,56
2024,549300N1YEXP02MHBR47,17140,OH,39165.0,39165031100.0,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Female,1,0,2,1,2,2,2,1,2,65000.0,56.463000000,8.750,0.610000,2,,,,,,300,,,2,1,2,2,375000,1,1,3,5,1,,49.0,39,8,10,2.0,,,,,5.0,,,,,2,4,5.0,,,,,8.0,,,,,2,4,2,5,2,4,65-74,9999,Yes,,1,1,6,,,,,10,,,,3947,7.27,103500,121,1711,2015,29
2024,549300XQVJ1XBNFA5536,22900,AR,5033.0,5033020102.0,C,Conventional:First Lien,Single Family (1-4 Units):Manufactured,Not Hispanic or Latino,White,Male,1,0,2,1,1,1,2,2,2,75000.0,,8.56,2.552,2,,3511.25,,,,300,,,2,2,2,2,85000.0,2,1,2,1,1,,58.0,20%-<30%,12,10,2.0,,,,,5.0,,,,,2,4,5.0,,,,,8.0,,,,,2,4,1,5,2,4,45-54,9999,No,,1,1,6,,,,,10,,,,2703,13.32,69500,90,1090,1220,27
2024,5493003GQDUH26DNNH17,35084,NJ,34013.0,34013010200.0,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Black or African American,Joint,3,0,2,1,31,1,2,2,2,205000.0,52.331,,,3,,,,,,360,,,2,2,2,2,395000.0,1,1,3,5,1,,93.0,38,3,2,3.0,,,,,3.0,,,,,2,2,3.0,,,,,6.0,,,,,2,2,2,1,2,2,45-54,25-34,No,No,1,1,6,,,,,7,,,,4625,96.28,133300,62,793,1373,70
2024,549300PL267CW8182203,44060,WA,53063.0,53063000301.0,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Hispanic or Latino,Joint,Joint,4,0,2,2,31,1,2,2,2,285000.0,,,,3,,,,,,360,,,2,2,2,2,,1,1,3,5,1,,90.0,,9,9,1.0,11.0,,,,1.0,,,,,2,2,5.0,,,,,2.0,23.0,,,,2,2,1,2,2,2,55-64,45-54,No,No,2,1,6,,,,,10,,,,2791,27.8,98100,43,726,1026,67
2024,5493001SXWZ4OFP8Z903,19740,CO,8001.0,8001008561.0,NC,FHA:First Lien,Single Family (1-4 Units):Site-Built,Hispanic or Latino,White,Joint,4,0,2,2,1,1,2,2,2,815000.0,,,,3,,,,,,360,,,2,2,2,2,,1,1,3,5,1,,177.0,,9,9,1.0,11.0,,,,1.0,11.0,,,,2,2,5.0,,,,,5.0,,,,,2,2,1,2,2,2,45-54,45-54,No,No,1,1,3,,,,,10,,,,4824,20.44,130400,122,1615,1728,12
2024,549300HW662MN1WU8550,99999,KY,21199.0,21199931104.0,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Female,3,0,2,2,32,1,2,2,2,215000.0,87.75,,,3,,,,,,360,,,2,2,2,2,245000.0,1,1,3,5,1,,99.0,43,1,10,3.0,,,,,5.0,,,,,2,4,6.0,,,,,8.0,,,,,2,4,2,5,2,4,45-54,9999,No,,2,2,1,2.0,,,,4,,,,1706,5.45,66100,87,566,1107,44
2024,254900GXB4AVD3FPHO33,99999,NY,,,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,1,8,2,1,32,1,2,2,1,505000.0,56.11,6.925,,3,,,,,,360.0,,,2,2,2,2,905000.0,1,3,3,5,2,,,,9,9,4.0,,,,,4.0,,,,,3,3,7.0,,,,,8.0,,,,,3,4,4,5,3,4,8888,9999,,,1,1,6,,,,,10,,,,0,0.0,0,0,0,0,0
2024,B4TYDEB6GKMZO031MB27,45294,FL,12057.0,12057013916.0,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Black or African American,Male,5,0,2,1,2,2,2,1,2,75000.0,,,,3,,,,,,360.0,36.0,1.0,2,2,2,2,,1,1,3,5,1,,77.0,,9,9,2.0,,,,,5.0,,,,,2,4,3.0,,,,,8.0,,,,,2,4,1,5,2,4,65-74,9999,Yes,,1,1,6,,,,,10,,,,18273,64.63,88800,142,3401,4780,11
2024,6BYL5QZYBDK8S7L73M02,41180,MO,29189.0,29189215004.0,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,1,0,2,1,4,2,2,1,2,75000.0,73.87,9.6,1.89,2,,,,,,360,,1.0,2,1,2,2,575000.0,1,1,3,5,1,,231.0,30%-<36%,11,11,2.0,,,,,2.0,,,,,2,2,5.0,,,,,5.0,,,,,2,2,1,2,2,2,45-54,35-44,No,No,1,1,7,,,,,10,,,,3427,43.83,103200,122,686,881,40
2024,54930021WPEXNHYZUL09,99999,TX,48005.0,48005000904.0,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,6,2,2,2,1,1,2,2,2,225000.0,,6.25,,2,10049.88,,1990.0,,,360,,,2,2,2,2,235000.0,1,1,3,5,1,,,,9,9,4.0,,,,,4.0,,,,,3,3,7.0,,,,,7.0,,,,,3,3,4,4,3,3,8888,8888,,,3,3,6,,,,,10,,,,3269,50.87,75500,119,703,956,32
2024,254900CDUILFTCPB7H89,12980,MI,26025.0,26025001400.0,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Hispanic or Latino,Race Not Available,Male,4,0,2,1,1,1,2,2,2,165000.0,,,,3,,,,,,360,,,2,2,2,2,,1,1,3,5,1,,64.0,,9,9,1.0,11.0,,,,5.0,,,,,2,4,6.0,,,,,8.0,,,,,2,4,1,5,2,4,<25,9999,No,,1,1,1,,,,,10,,,,4172,31.26,77200,74,1015,1687,69
2024,549300LI3FDGO7UKFF39,35614,NY,36061.0,36061023400.0,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,1,71,2,1,32,1,2,2,2,245000.0,38.77200,8.000,,3,,,,,,360,36,,2,2,2,2,615000,1,3,3,5,1,,0.0,,7,10,2.0,,,,,5.0,,,,,2,4,5.0,,,,,8.0,,,,,2,4,1,5,2,4,65-74,9999,Yes,,1,1,6,,,,,10,,,,5112,85.11,101900,42,225,86,78
2024,549300AQ3T62GXDU7D76,33860,AL,1051.0,1051030300.0,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,1,0,2,1,1,1,2,2,2,145000.0,80,6.99,0.663,3,5621.57,,4521.07,3073.07,,360,,,2,2,2,2,175000,1,2,3,5,1,,201.0,44,1,9,3.0,,,,,3.0,,,,,2,2,6.0,,,,,6.0,,,,,2,2,3,3,2,2,25-34,35-44,No,No,1,1,2,,,,,10,,,,2766,6.98,82500,172,890,2451,30
2024,5493000YNV8IX4VD3X12,16700,SC,45015.0,45015020808.0,C,Conventional:First Lien,Single Family (1-4 Units):Manufactured,Ethnicity Not Available,Race Not Available,Female,3,0,2,1,1,1,2,2,2,115000.0,,,,3,,,,,,300.0,,,2,2,2,2,115000.0,2,1,2,1,1,,75.0,20%-<30%,8,10,3.0,,,,,5.0,,,,,2,4,6.0,,,,,8.0,,,,,2,4,2,5,2,4,<25,9999,No,,1,1,6,,,,,3,,,,3802,58.13,105100,84,785,1209,28
2024,549300YIQ7S7Z8PIHE53,15804,NJ,34007.0,34007608403.0,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,3,0,2,2,32,1,2,2,2,235000.0,77.33,,,3,,,,,,360.0,,,2,2,2,2,305000.0,1,1,3,5,1,,65.0,40,2,10,3.0,,,,,5.0,,,,,2,4,6.0,,,,,8.0,,,,,2,4,3,5,2,4,55-64,9999,No,,1,1,3,,,,,7,,,,7473,51.04,117400,127,1605,2263,24
2024,549300DD5QQUHO6PCH70,47664,MI,26125.0,26125144100.0,C,VA:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,5,0,2,3,31,1,2,2,2,385000.0,,,,3,,,,,,360,,,2,2,2,2,,1,1,3,5,1,,,,9,9,2.0,,,,,5.0,,,,,2,4,5.0,,,,,8.0,,,,,2,4,1,5,2,4,25-34,9999,No,,1,1,6,,,,,10,,,,4117,18.34,109700,95,1291,1490,57
2024,6BYL5QZYBDK8S7L73M02,41420,OR,41047.0,41047010802.0,C,Conventional:First Lien,Single Family (1-4 Units):Manufactured,Not Hispanic or Latino,White,Female,3,0,2,1,4,1,2,1,2,25000.0,7.494,,,3,,,,,,360.0,,1.0,2,1,2,2,265000.0,2,1,1,1,1,,39.0,<20%,9,10,2.0,,,,,5.0,,,,,2,4,5.0,,,,,8.0,,,,,2,4,2,5,2,4,>74,9999,Yes,,1,1,7,,,,,4,,,,6434,22.49,91300,112,1511,2123,41
2024,549300Q3ROEQU3D1IW91,99999,KY,21125.0,21125971101.0,C,Conventional:First Lien,Single Family (1-4 Units):Manufactured,Not Hispanic or Latino,White,Male,3,0,2,1,4,1,2,2,2,45000.0,65.0,,,3,,,,,,240,,,2,2,2,2,75000.0,2,1,2,4,1,,71.0,20%-<30%,1,10,2.0,,,,,5.0,,,,,2,4,5.0,,,,,8.0,,,,,2,4,1,5,2,4,25-34,9999,No,,1,1,6,,,,,9,,,,2583,4.72,66100,138,873,1148,24
2024,254900DRSIZBQXDCJ875,40140,CA,6065.0,6065040303.0,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,1,9,2,1,4,1,2,2,1,345000.0,69.68,10.99,,3,,,,,,9.0,,,2,1,1,2,505000.0,1,3,3,5,1,,,,9,9,4.0,,,,,4.0,,,,,3,3,7.0,,,,,7.0,,,,,3,3,4,4,3,3,8888,8888,,,1,1,6,,,,,10,,,,4072,85.85,97500,108,603,852,37
2024,549300E2UX99HKDBR481,36740,FL,12097.0,12097043205,C,Conventional:First Lien,Single Family (1-4 Units):Manufactured,Joint,White,Joint,5,0,2,1,1,1,2,2,2,475000.0,,,,3,,,,,,360.0,,,2,2,2,2,,2,1,1,1,1,,129.0,,9,9,1.0,12.0,,,,2.0,,,,,2,2,5.0,,,,,5.0,,,,,2,2,2,1,2,2,25-34,25-34,No,No,1,1,6,,,,,10,,,,2002,26.87,90400,87,389,693,29
2024,549300F8C5JA44WNMI75,35614,NJ,34031.0,34031175603.0,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Hispanic or Latino,White,Male,1,71,2,2,1,1,2,2,2,575000.0,91.707,7.5,0.654,2,24579.12,,10546.52,8751.52,,360,,,2,2,2,2,615000.0,1,1,3,5,2,,137.0,46,2,10,1.0,14.0,,,,5.0,,,,,2,4,5.0,,,,,8.0,,,,,2,4,1,5,2,4,35-44,9999,No,,1,1,3,,,,,10,,,,3955,95.68,101900,85,277,719,63
2024,549300OPCWU6E72WUT29,28940,TN,47001.0,47001021301.0,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,1,1,2,1,4,1,2,2,2,75000.0,30.738,7.125,1.17,2,5370.76,,3276.0,1467.0,100.0,360.0,,,2,2,2,2,245000.0,1,1,3,5,1,,28.0,30%-<36%,3,10,2.0,,,,,5.0,,,,,2,4,5.0,,,,,8.0,,,,,2,4,1,5,2,4,65-74,9999,Yes,,1,1,1,,,,,10,,,,3555,8.64,87700,102,1157,1587,41
2024,PAOOWF3GUFM46FBSP561,40140,CA,6071.0,6071001001.0,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,6,8,2,2,31,1,1,1,2,395000.0,,6,,3,,,,,,,,1,2,2,2,2,775000,1,1,3,5,1,,,,9,9,4.0,,,,,4.0,,,,,3,3,7.0,,,,,7.0,,,,,3,3,4,4,3,3,8888,8888,,,3,3,6,,,,,10,,,,5069,86.29,97500,92,728,1115,53
2024,549300KIOYNU323LVJ37,48300,WA,53017.0,53017950101.0,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,4,0,2,1,1,1,2,2,2,515000.0,,,,3,,,,,,360.0,,,2,2,2,2,,1,1,3,5,1,,173.0,,9,9,2.0,,,,,2.0,,,,,2,2,5.0,,,,,5.0,,,,,2,2,1,2,2,2,25-34,25-34,No,No,1,1,1,,,,,10,,,,3579,58.31,100300,89,596,1972,28
2024,5493000YNV8IX4VD3X12,99999,NC,37155.0,37155960601.0,C,Conventional:First Lien,Single Family (1-4 Units):Manufactured,Not Hispanic or Latino,American Indian or Alaska Native,Female,3,0,2,1,1,1,2,2,2,85000.0,,,,3,,,,,,300.0,,,2,2,2,2,85000.0,2,1,1,1,1,,48.0,47,8,10,2.0,,,,,5.0,,,,,2,4,1.0,,,,,8.0,,,,,2,4,2,5,2,4,25-34,9999,No,,1,1,6,,,,,6,,,,3996,92.07,71500,74,1195,1582,30
2024,549300FNXYY540N23N64,12540,CA,6029.0,6029002807.0,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,6,3,2,1,1,1,2,2,2,415000.0,,6.99,,2,6382.26,,3247.5,1567.5,,360.0,,,2,2,2,2,445000.0,1,1,3,5,1,,,,9,9,4.0,,,,,4.0,,,,,3,3,7.0,,,,,7.0,,,,,3,3,4,4,3,3,8888,8888,,,3,3,6,,,,,10,,,,4026,40.04,78600,221,1127,1421,47
2024,QFROUN1UWUYU0DVIWD51,33874,PA,42091.0,42091200505.0,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,6,0,2,1,1,1,2,2,2,545000.0,,6.875,,2,12416.51,,7349.63,5476.4,4000.0,360,,,2,2,2,2,735000.0,1,1,3,5,1,,156.0,,9,9,4.0,,,,,4.0,,,,,3,3,7.0,,,,,7.0,,,,,3,3,4,4,3,3,8888,8888,,,3,3,6,,,,,10,,,,6940,22.71,143700,167,1501,1696,31
2024,KB1H1DSPRFMYMCUFXT09,35614,NY,36081.0,36081016900.0,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Race Not Available,Female,1,1,2,1,1,1,2,2,2,235000.0,92.369,5.5,-0.4621,2,7261.03,,4316.0,2875.0,125.0,360.0,,,2,2,2,2,245000.0,1,1,3,5,1,,116.0,20%-<30%,3,10,2.0,,,,,5.0,,,,,2,4,6.0,,,,,8.0,,,,,2,4,2,5,2,4,35-44,9999,No,,1,1,1,,,,,10,,,,5577,53.97,101900,108,970,1079,0
2024,549300LYRWPSYPK6S325,17900,SC,45063.0,45063021033,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Black or African American,Male,3,0,2,2,32,1,2,2,2,175000.0,78.14,,,3,,,,,,360,,,2,2,2,2,215000.0,1,1,3,5,1,,42.0,48,1,10,2.0,,,,,5.0,,,,,2,4,3.0,,,,,8.0,,,,,2,4,1,5,2,4,35-44,9999,No,,1,1,3,,,,,4,,,,4420,30.81,86300,117,1676,1964,23
2024,5493001PXRJMPLXPG540,46300,ID,16053.0,16053970400.0,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Joint,White,Joint,3,0,2,1,32,2,2,1,2,55000.0,122.4,,,3,,,,,,120.0,,,2,1,1,2,195000.0,1,1,3,5,1,,119.0,44,6,6,1.0,,,,,2.0,,,,,2,2,5.0,,,,,5.0,,,,,2,2,1,2,2,2,35-44,35-44,No,No,1,1,6,,,,,1,,,,3467,52.41,81900,82,700,1165,46
2024,254900JM9VOQ8A8WF359,99999,PA,42037.0,42037050600.0,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,1,0,2,1,1,1,2,2,1,135000.0,75,8.500,,3,,,,,,240,,60,2,2,2,2,175000,1,3,3,5,1,,,,9,10,4.0,,,,,5.0,,,,,3,4,7.0,,,,,8.0,,,,,3,4,4,5,3,4,8888,9999,,,1,1,6,,,,,10,,,,5202,14.32,81400,91,1404,2163,0
2024,549300TQVOMKNKFOH392,33500,ND,38101.0,38101010302.0,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,1,3,1,1,1,1,2,2,2,465000.0,84.601,6.375,-0.282,2,7630.95,,5365.00,,,360,,,2,2,2,2,555000,1,1,3,5,1,,147.0,39,9,2,2.0,,,,,2.0,,,,,2,2,5.0,,,,,5.0,,,,,2,2,1,2,2,2,25-34,25-34,No,No,1,1,2,,,,,10,,,,5987,17.12,106800,114,1627,2122,39
2024,549300AG64NHILB7ZP05,99999,OR,41041.0,41041951300.0,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Joint,Joint,1,0,2,2,1,1,2,2,2,355000.0,95.0,6.625,0.547,2,15038.0,,5826.92,4136.92,,360.0,,,2,2,2,2,365000.0,1,1,3,5,1,,106.0,42,1,9,2.0,,,,,2.0,,,,,2,2,5.0,,,,,1.0,,,,,2,2,2,1,2,2,25-34,25-34,No,No,1,1,3,,,,,10,,,,2652,17.53,78400,100,795,1078,47
2024,549300NOCASXPA34X033,12540,CA,6029.0,6029003217.0,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Hispanic or Latino,White,Male,3,0,2,1,32,1,2,2,2,325000.0,,,,3,,,,,,360,,,2,2,2,2,,1,1,3,5,1,,48.0,>60%,1,10,1.0,11.0,,,,5.0,,,,,2,4,5.0,,,,,8.0,,,,,2,4,1,5,2,4,25-34,9999,No,,1,1,1,,,,,1,,,,3152,83.31,78600,137,547,799,18
2024,549300Q3ROEQU3D1IW91,31084,CA,6037.0,6037408212.0,C,Conventional:First Lien,Single Family (1-4 Units):Manufactured,Hispanic or Latino,Race Not Available,Joint,3,0,2,1,1,1,2,2,2,275000.0,93.0,,,3,,,,,,240,,,2,2,2,2,295000.0,2,1,2,3,1,,95.0,47,1,9,1.0,,,,,1.0,,,,,2,2,6.0,,,,,5.0,,,,,2,2,1,2,2,2,35-44,<25,No,No,2,1,6,,,,,1,,,,4519,92.14,98200,93,1184,1404,44
