"1994","Local",,"Kansas",1994-07-15,1,0,1,1,0,"Hispanic","Hispanic",1,"Vandalism",1,"Residence",,"Ethnicity",,0
"1994","State",,"Kentucky",1994-03-20,0,0,2,2,0,"White","White",2,"Simple Assault",2,"Commercial Area",,"Intimidation",,0
"1994","Federal",,"Louisiana",1994-08-10,1,0,1,1,0,"Black","Black",1,"Vandalism",1,"Highway/Street",,"Racial Bias",,0
"1994","Local",,"Maine",1994-11-25,1,0,1,1,0,"Asian","Asian",1,"Simple Assault",1,"Residence",,"Racial Bias",,0
"1995","State",,"Maryland",1995-06-15,0,0,2,2,0,"White","White",2,"Vandalism",2,"Commercial Area",,"Intimidation",,0
"1995","Federal",,"Massachusetts",1995-03-20,1,0,1,1,0,"Hispanic","Hispanic",1,"Intimidation",1,"Highway/Street",,"Ethnicity",,0
"1995","Local",,"Michigan",1995-08-10,1,0,1,1,0,"Black","Black",1,"Simple Assault",1,"Residence",,"Racial Bias",,0
"1995","State",,"Minnesota",1995-02-15,0,0,2,2,0,"White","White",2,"Vandalism",2,"Commercial Area",,"Intimidation",,0
"1996","Federal",,"Mississippi",1996-04-01,0,0,1,1,0,"Asian","Asian",1,"Vandalism",1,"Highway/Street",,"Racial Bias",,0
"1996","Local",,"Missouri",1996-07-15,1,0,1,1,0,"Hispanic","Hispanic",1,"Simple Assault",1,"Residence",,"Ethnicity",,0
"1996","State",,"Montana",1996-03-20,0,0,2,2,0,"White","White",2,"Vandalism",2,"Commercial Area",,"Intimidation",,0
"1996","Federal",,"Nebraska",1996-08-10,1,0,1,1,0,"Black","Black",1,"Vandalism",1,"Highway/Street",,"Racial Bias",,0
"1997","Local",,"Nevada",1997-06-15,1,0,1,1,0,"Asian","Asian",1,"Simple Assault",1,"Residence",,"Racial Bias",,0
"1997","State",,"New Hampshire",1997-03-20,0,0,2,2,0,"White","White",2,"Vandalism",2,"Commercial Area",,"Intimidation",,0
"1997","Federal",,"New Jersey",1997-04-01,1,0,1,1,0,"Hispanic","Hispanic",1,"Vandalism",1,"Highway/Street",,"Ethnicity",,0
"1997","Local",,"New Mexico",1997-07-15,1,0,1,1,0,"Black","Black",1,"Simple Assault",1,"Residence",,"Racial Bias",,0
"1997","State",,"New York",1997-02-15,0,0,2,2,0,"White","White",2,"Vandalism",2,"Commercial Area",,"Intimidation",,0
"1998","Federal",,"North Carolina",1998-04-01,0,0,1,1,0,"Asian","Asian",1,"Intimidation",1,"Highway/Street",,"Racial Bias",,0
"1998","Local",,"North Dakota",1998-07-15,1,0,1,1,0,"Hispanic","Hispanic",1,"Vandalism",1,"Residence",,"Ethnicity",,0
"1998","State",,"Ohio",1998-03-20,0,0,2,2,0,"White","White",2,"Simple Assault",2,"Commercial Area",,"Intimidation",,0
"1998","Federal",,"Oklahoma",1998-08-10,1,0,1,1,0,"Black","Black",1,"Vandalism",1,"Highway/Street",,"Racial Bias",,0
"1998","Local",,"Oregon",1998-11-25,1,0,1,1,0,"Asian","Asian",1,"Simple Assault",1,"Residence",,"Racial Bias",,0
"1999","State",,"Pennsylvania",1999-06-15,0,0,2,2,0,"White","White",2,"Vandalism",2,"Commercial Area",,"Intimidation",,0
"1999","Federal",,"Rhode Island",1999-03-20,1,0,1,1,0,"Hispanic","Hispanic",1,"Intimidation",1,"Highway/Street",,"Ethnicity",,0
"1999","Local",,"South Carolina",1999-08-10,1,0,1,1,0,"Black","Black",1,"Simple Assault",1,"Residence",,"Racial Bias",,0
"1999","State",,"South Dakota",1999-02-15,0,0,2,2,0,"White","White",2,"Vandalism",2,"Commercial Area",,"Intimidation",,0
"2000","Federal",,"Tennessee",2000-04-01,0,0,1,1,0,"Asian","Asian",1,"Vandalism",1,"Highway/Street",,"Racial Bias",,0
"2000","Local",,"Texas",2000-07-15,1,0,1,1,0,"Hispanic","Hispanic",1,"Simple Assault",1,"Residence",,"Ethnicity",,0
"2000","State",,"Utah",2000-03-20,0,0,2,2,0,"White","White",2,"Vandalism",2,"Commercial Area",,"Intimidation",,0
"2001","Federal",,"Vermont",2001-04-01,1,0,1,1,0,"Black","Black",1,"Intimidation",1,"Highway/Street",,"Racial Bias",,0
"2001","Local",,"Virginia",2001-07-15,1,0,1,1,0,"Asian","Asian",1,"Simple Assault",1,"Residence",,"Racial Bias",,0
"2001","State",,"Washington",2001-02-15,0,0,2,2,0,"White","White",2,"Vandalism",2,"Commercial Area",,"Intimidation",,0
"2002","Federal",,"West Virginia",2002-04-01,0,0,1,1,0,"Hispanic","Hispanic",1,"Vandalism",1,"Highway/Street",,"Ethnicity",,0
"2002","Local",,"Wisconsin",2002-07-15,1,0,1,1,0,"Black","Black",1,"Simple Assault",1,"Residence",,"Racial Bias",,0
"2002","State",,"Wyoming",2002-03-20,0,0,2,2,0,"White","White",2,"Vandalism",2,"Commercial Area",,"Intimidation",,0
"2011","Local",,"Alabama",2011-02-15,1,0,1,1,0,"White","White",1,"Vandalism",1,"Residence",,"Intimidation",,0
"2011","State",,"Alaska",2011-08-25,0,0,1,1,0,"Asian","Asian",1,"Simple Assault",1,"Commercial Area",,"Racial Bias",,0
"2011","Federal",,"Arizona",2011-05-01,1,0,1,1,0,"Hispanic","Hispanic",1,"Intimidation",1,"Highway/Street",,"Ethnicity",,0
"2011","Local",,"Arkansas",2011-11-15,0,0,1,1,0,"Black","Black",1,"Vandalism",1,"Residence",,"Racial Bias",,0
"2012","State",,"California",2012-03-20,1,0,2,2,0,"White","White",2,"Simple Assault",2,"Commercial Area",,"Intimidation",,0
"2012","Federal",,"Colorado",2012-09-10,0,0,1,1,0,"Asian","Asian",1,"Vandalism",1,"Highway/Street",,"Racial Bias",,0
"2012","Local",,"Connecticut",2012-01-10,1,0,1,1,0,"Hispanic","Hispanic",1,"Simple Assault",1,"Residence",,"Ethnicity",,0
"2012","State",,"Delaware",2012-07-25,0,0,2,2,0,"White","White",2,"Vandalism",2,"Commercial Area",,"Intimidation",,0
"2013","Federal",,"Florida",2013-04-01,1,0,1,1,0,"Black","Black",1,"Intimidation",1,"Highway/Street",,"Racial Bias",,0
"1991","Local",,"AL","Alabama","1991-01-01",1,0,1,1,0,"White","Hispanic",1,"Anti-Government","2",,"Hate Crime Against a Person",,"0"
"1991","Local",,"AZ","Arizona","1991-01-02",0,1,1,1,0,"Asian","Asian",1,"Anti-Government","1","Phoenix","Hate Crime Against a Person",,"0"
"1991","Local",,"CA","California","1991-01-03",2,0,2,2,0,"White","White",2,"Anti-Government","4",,"Hate Crime Against a Person",,"0"
"1991","Local",,"FL","Florida","1991-01-04",1,0,1,1,0,"Black","Black",1,"Anti-Government","1",,"Hate Crime Against a Person",,"0"
"1991","Local",,"GA","Georgia","1991-01-05",0,1,1,1,0,"White","White",1,"Anti-Government","1","Atlanta","Hate Crime Against a Person",,"0"
"1991","Local",,"IL","Illinois","1991-01-06",2,0,2,2,0,"Asian","Asian",2,"Anti-Government","4",,"Hate Crime Against a Person",,"0"
"1991","Local",,"KY","Kentucky","1991-01-07",1,0,1,1,0,"Hispanic","Hispanic",1,"Anti-Government","1",,"Hate Crime Against a Person",,"0"
"1991","Local",,"LA","Louisiana","1991-01-08",0,1,1,1,0,"Black","Black",1,"Anti-Government","1","New Orleans","Hate Crime Against a Person",,"0"
"1991","Local",,"MD","Maryland","1991-01-09",2,0,2,2,0,"White","White",2,"Anti-Government","4",,"Hate Crime Against a Person",,"0"
"1991","Local",,"MA","Massachusetts","1991-01-10",1,0,1,1,0,"Asian","Asian",1,"Anti-Government","1","Boston","Hate Crime Against a Person",,"0"
"1991","Local",,"MI","Michigan","1991-01-11",0,1,1,1,0,"White","White",1,"Anti-Government","1","Detroit","Hate Crime Against a Person",,"0"
"1991","Local",,"MO","Missouri","1991-01-12",2,0,2,2,0,"Black","Black",2,"Anti-Government","4",,"Hate Crime Against a Person",,"0"
"1991","Local",,"NC","North Carolina","1991-01-13",1,0,1,1,0,"Hispanic","Hispanic",1,"Anti-Government","1",,"Hate Crime Against a Person",,"0"
"1991","Local",,"NJ","New Jersey","1991-01-14",0,1,1,1,0,"Asian","Asian",1,"Anti-Government","1","Newark","Hate Crime Against a Person",,"0"
"1991","Local",,"NY","New York","1991-01-15",2,0,2,2,0,"White","White",2,"Anti-Government","4",,"Hate Crime Against a Person",,"0"
"1991","Local",,"OH","Ohio","1991-01-16",1,0,1,1,0,"Black","Black",1,"Anti-Government","1","Columbus","Hate Crime Against a Person",,"0"
"1991","Local",,"OK","Oklahoma","1991-01-17",0,1,1,1,0,"Hispanic","Hispanic",1,"Anti-Government","1","Oklahoma City","Hate Crime Against a Person",,"0"
"1991","Local",,"PA","Pennsylvania","1991-01-18",2,0,2,2,0,"Asian","Asian",2,"Anti-Government","4",,"Hate Crime Against a Person",,"0"
"1991","Local",,"SC","South Carolina","1991-01-19",1,0,1,1,0,"White","White",1,"Anti-Government","1",,"Hate Crime Against a Person",,"0"
"1991","Local",,"TN","Tennessee","1991-01-20",0,1,1,1,0,"Black","Black",1,"Anti-Government","1","Nashville","Hate Crime Against a Person",,"0"
"1991","Local",,"TX","Texas","1991-01-21",2,0,2,2,0,"Hispanic","Hispanic",2,"Anti-Government","4",,"Hate Crime Against a Person",,"0"
"1991","Local",,"UT","Utah","1991-01-22",1,0,1,1,0,"White","White",1,"Anti-Government","1",,"Hate Crime Against a Person",,"0"
"1991","Local",,"VA","Virginia","1991-01-23",0,1,1,1,0,"Asian","Asian",1,"Anti-Government","1","Richmond","Hate Crime Against a Person",,"0"
"1991","Local",,"WA","Washington","1991-01-24",2,0,2,2,0,"Black","Black",2,"Anti-Government","4",,"Hate Crime Against a Person",,"0"
"1991","Local",,"WI","Wisconsin","1991-01-25",1,0,1,1,0,"Hispanic","Hispanic",1,"Anti-Government","1","Madison","Hate Crime Against a Person",,"0"
"1992","State",,"AL","Alabama","1992-01-01",1,0,1,1,0,"White","White",1,"Anti-Government","1",,"Hate Crime Against a Person",,"0"
"1992","State",,"AZ","Arizona","1992-01-02",0,1,1,1,0,"Asian","Asian",1,"Anti-Government","1",,"Hate Crime Against a Person",,"0"
"1992","State",,"CA","California","1992-01-03",2,0,2,2,0,"White","White",2,"Anti-Government","4",,"Hate Crime Against a Person",,"0"
"1992","State",,"FL","Florida","1992-01-04",1,0,1,1,0,"Black","Black",1,"Anti-Government","1",,"Hate Crime Against a Person",,"0"
"2008","Local",IL,"Illinois","2008-01-10","1","0","1","1","0","Asian","White","1","Intimidation","1","Residential Area","Racial Bias","Adult","False","Racial Bias"
"2008","Local",FL,"Florida","2008-03-27","0","1","1","1","0","Hispanic or Latino","White","1","Simple Assault","1","Highway/Street","Ethnic/National Origin Bias","Juvenile","False","Ethnic/National Origin Bias"
"2008","State",AZ,"Arizona","2008-09-01","1","0","1","1","0","Black or African American","White","1","Larceny/Theft","1","Residential Area","Racial Bias","Adult","True","Racial Bias"
"2008","Local",CA,"California","2008-11-15","1","0","1","1","0","American Indian or Alaska Native","White","1","Destruction/Damage/Vandalism of Property","1","Business","Racial Bias","Adult","False","Racial Bias"
"2008","State",CO,"Colorado","2008-02-24","0","1","1","1","0","White","White","1","Vandalism","1","Highway/Street","Sexual Orientation Bias","Juvenile","False","Sexual Orientation Bias"
"2008","Local",TX,"Texas","2008-05-22","1","0","1","1","0","Asian","White","1","Simple Assault","1","Highway/Street","Racial Bias","Adult","True","Racial Bias"
"2008","State",NY,"New York","2008-08-07","1","0","1","1","0","Hispanic or Latino","White","1","Intimidation","1","Residential Area","Ethnic/National Origin Bias","Adult","False","Ethnic/National Origin Bias"
"2008","Local",NC,"North Carolina","2008-12-31","1","0","1","1","0","Black or African American","White","1","Simple Assault","1","Highway/Street","Racial Bias","Adult","True","Racial Bias"
"2008","State",WA,"Washington","2008-04-03","0","1","1","1","0","American Indian or Alaska Native","White","1","Simple Assault","1","Highway/Street","Racial Bias","Juvenile","False","Racial Bias"
"2008","Local",GA,"Georgia","2008-06-15","1","0","1","1","0","White","White","1","Simple Assault","1","Highway/Street","Sexual Orientation Bias","Adult","False","Sexual Orientation Bias"
"2008","State",VT,"Vermont","2008-10-25","0","1","1","1","0","Hispanic or Latino","White","1","Intimidation","1","Residential Area","Ethnic/National Origin Bias","Juvenile","True","Ethnic/National Origin Bias"
"2009","Local",OH,"Ohio","2009-01-14","1","0","1","1","0","Black or African American","White","1","Destruction/Damage/Vandalism of Property","1","Business","Racial Bias","Adult","False","Racial Bias"
"2009","State",NV,"Nevada","2009-03-21","0","1","1","1","0","Asian","White","1","Vandalism","1","Highway/Street","Racial Bias","Juvenile","True","Racial Bias"
"2009","Local",NJ,"New Jersey","2009-09-05","1","0","1","1","0","Hispanic or Latino","White","1","Simple Assault","1","Highway/Street","Racial Bias","Adult","False","Racial Bias"
"2009","State",UT,"Utah","2009-11-22","1","0","1","1","0","White","White","1","Simple Assault","1","Highway/Street","Sexual Orientation Bias","Adult","True","Sexual Orientation Bias"
"2009","Local",SC,"South Carolina","2009-02-28","0","1","1","1","0","American Indian or Alaska Native","White","1","Vandalism","1","Highway/Street","Racial Bias","Juvenile","False","Racial Bias"
"2009","State",IN,"Indiana","2009-06-19","1","0","1","1","0","Black or African American","White","1","Intimidation","1","Residential Area","Racial Bias","Adult","True","Racial Bias"
"2009","Local",MN,"Minnesota","2009-07-18","1","0","1","1","0","Asian","White","1","Destruction/Damage/Vandalism of Property","1","Business","Racial Bias","Adult","False","Racial Bias"
"2009","State",IA,"Iowa","2009-08-15","0","1","1","1","0","Hispanic or Alaska Native","White","1","Vandalism","1","Highway/Street","Ethnic/National Origin Bias","Juvenile","True","Ethnic/National Origin Bias"
"2009","Local",KY,"Kentucky","2009-09-20","1","0","1","1","0","White","White","1","Simple Assault","1","Highway/Street","Sexual Orientation Bias","Adult","False","Sexual Orientation Bias"
"2009","State",WY,"Wyoming","2009-10-24","1","0","1","1","0","Black or African American","White","1","Intimidation","1","Residential Area","Racial Bias","Adult","True","Racial Bias"
"2010","Local",ID,"Idaho","2010-01-17","1","0","1","1","0","Asian","White","1","Destruction/Damage/Vandalism of Property","1","Business","Racial Bias","Adult","False","Racial Bias"
"2010","State",DE,"Delaware","2010-03-14","0","1","1","1","0","American Indian or Alaska Native","White","1","Vandalism","1","Highway/Street","Racial Bias","Juvenile","True","Racial Bias"
"2010","Local",WV,"West Virginia","2010-09-19","1","0","1","1","0","Hispanic or Latino","White","1","Simple Assault","1","Highway/Street","Racial Bias","Adult","False","Racial Bias"
"2010","State",ME,"Maine","2010-11-21","1","0","1","1","0","Black or African American","White","1","Intimidation","1","Residential Area","Racial Bias","Adult","True","Racial Bias"
"2010","Local",MO,"Missouri","2010-02-28","0","1","1","1","0","Asian","White","1","Vandalism","1","Highway/Street","Racial Bias","Juvenile","False","Racial Bias"
"2010","State",RI,"Rhode Island","2010-06-26","1","0","1","1","0","White","White","1","Simple Assault","1","Highway/Street","Sexual Orientation Bias","Adult","False","Sexual Orientation Bias"
"2010","Local",AZ,"Arizona","2010-07-25","1","0","1","1","0","Hispanic or Latino","White","1","Destruction/Damage/Vandalism of Property","1","Business","Racial Bias","Adult","True","Racial Bias"
"2010","State",SD,"South Dakota","2010-08-29","0","1","1","1","0","American Indian or Alaska Native","White","1","Vandalism","1","Highway/Street","Racial Bias","Juvenile","False","Racial Bias"
"2010","Local",AL,"Alabama","2010-09-26","1","0","1","1","0","Black or African American","White","1","Simple Assault","1","Highway/Street","Racial Bias","Adult","True","Racial Bias"
"2010","State",OR,"Oregon","2010-10-31","1","0","1","1","0","White","White","1","Intimidation","1","Residential Area","Sexual Orientation Bias","Adult","False","Sexual Orientation Bias"
"2011","Local",VT,"Vermont","2011-01-02","1","0","1","1","0","Hispanic or Latino","White","1","Destruction/Damage/Vandalism of Property","1","Business","Racial Bias","Adult","False","Racial Bias"
"2011","State",WY,"Wyoming","2011-03-07","0","1","1","1","0","Asian","White","1","Vandalism","1","Highway/Street","Racial Bias","Juvenile","True","Racial Bias"
"2011","Local",IA,"Iowa","2011-09-18","1","0","1","1","0","American Indian or Alaska Native","White","1","Simple Assault","1","Highway/Street","Racial Bias","Adult","False","Racial Bias"
"2011","State",LA,"Louisiana","2011-11-20","1","0","1","1","0","Black or African American","White","1","Intimidation","1","Residential Area","Racial Bias","Adult","True","Racial Bias"
"2011","Local",ND,"North Dakota","2011-02-27","0","1","1","1","0","Hispanic or Latino","White","1","Vandalism","1","Highway/Street","Ethnic/National Origin Bias","Juvenile","False","Ethnic/National Origin Bias"
"2011","State",MS,"Mississippi","2011-06-24","1","0","1","1","0","White","White","1","Destruction/Damage/Vandalism of Property","1","Business","Sexual Orientation Bias","Adult","True","Sexual Orientation Bias"
"2011","Local",CO,"Colorado","2011-07-31","1","0","1","1","0","Asian","White","1","Simple Assault","1","Highway/Street","Racial Bias","Adult","False","Racial Bias"
"2011","State",NE,"Nebraska","2011-08-28","0","1","1","1","0","American Indian or Alaska Native","White","1","Vandalism","1","Highway/Street","Racial Bias","Juvenile","True","Racial Bias"
"2011","Local",HI,"Hawaii","2011-09-25","1","0","1","1","0","Black or African American","White","1","Intimidation","1","Residential Area","Racial Bias","Adult","False","Racial Bias"
"2011","State",MT,"Montana","2011-10-30","1","0","1","1","0","Hispanic or Latino","White","1","Destruction/Damage/Vandalism of Property","1","Business","Ethnic/National Origin Bias","Adult","True","Ethnic/National Origin Bias"
"2012","Local",NH,"New Hampshire","2012-01-01","1","0","1","1","0","Asian","White","1","Simple Assault","1","Highway/Street","Racial Bias","Adult","False","Racial Bias"
"2012","State",NM,"New Mexico","2012-03-04","0","1","1","1","0","White","White","1","Vandalism","1","Highway/Street","Sexual Orientation Bias","Juvenile","True","Sexual Orientation Bias"
"2012","Local",MD,"Maryland","2012-09-16","1","0","1","1","0","American Indian or Alaska Native","White","1","Destruction/Damage/Vandalism of Property","1","Business","Racial Bias","Adult","False","Racial Bias"
"2012","State",KS,"Kansas","2012-11-18","1","0","1","1","0","Black or African American","White","1","Intimidation","1","Residential Area","Racial Bias","Adult","True","Racial Bias"
"2012","Local",AK,"Alaska","2012-02-29","0","1","1","1","0","Hispanic or Latino","White","1","Vandalism","1","Highway/Street","Ethnic/National Origin Bias","Juvenile","False","Ethnic/National Origin Bias"
"2012","State",CT,"Connecticut","2012-06-23","1","0","1","1","0","White","White","1","Simple Assault","1","Highway/Street","Sexual Orientation Bias","Adult","True","Sexual Orientation Bias"
"DATA_YEAR","AGENCY_TYPE_NAME","STATE_ABBR","STATE_NAME","INCIDENT_DATE","ADULT_VICTIM_COUNT","JUVENILE_VICTIM_COUNT","TOTAL_OFFENDER_COUNT","ADULT_OFFENDER_COUNT","JUVENILE_OFFENDER_COUNT","OFFENDER_RACE","OFFENDER_ETHNICITY","VICTIM_COUNT","OFFENSE_NAME","TOTAL_INDIVIDUAL_VICTIMS","LOCATION_NAME","BIAS_DESC","VICTIM_TYPES","MULTIPLE_OFFENSE","MULTIPLE_BIAS"
"1993","State/Local","TX","Texas","1/1/1993",3,1,4,3,1,"White","White",5,"Vandalism",8,"Park","Anti-Government","Adult,Minor","No",1
"1993","Local","OK","Oklahoma","2/2/1993",1,2,2,1,1,"Hispanic","Hispanic",3,"Simple Assault",5,"Residential Area","Anti-Religious","Adult,Minor","Yes",1
"2010","Local","ME","Maine","3/3/2010",1,0,1,1,0,"Black","Black",1,"Intimidation",1,"Street","Anti-Racial/Ethnic", "Adult","No","Yes","No"
"2012","State/Local","CA","California","4/4/2012",2,1,3,2,1,"Asian","Asian",3,"Aggravated Assault",6,"Commercial Area","Anti-Racial/Ethnic","Adult,Minor","Yes","1"
"1991","State/Local","MD","Maryland","5/5/1991",1,0,2,1,1,"White","White",1,"Simple Assault",1,"Residential Area","Anti-Government","Adult","No","No","No"
"1995","Local","WV","West Virginia","6/6/1995",1,1,2,1,1,"Black","Black",2,"Vandalism",3,"Park","Anti-Religious","Adult,Minor","Yes","No"
"2014","Local","HI","Hawaii","7/7/2014",0,1,1,0,1,"Hispanic","Hispanic",1,"Intimidation",1,"Residential Area","Anti-Racial/Ethnic","Minor","Yes","No","Yes"
"1997","State/Local","DE","Delaware","8/8/1997",2,0,3,2,1,"White","White",3,"Aggravated Assault",6,"Commercial Area","Anti-Racial/Ethnic","Adult","No","1"
"2011","Local","MT","Montana","9/9/2011",1,0,1,1,0,"Asian","Asian",1,"Simple Assault",1,"Street","Anti-Racial/Ethnic","Adult","No","No","No"
"1999","Local","NV","Nevada","10/10/1999",1,1,2,1,1,"Black","Black",2,"Vandalism",3,"Park","Anti-Religious","Adult,Minor","Yes","No"
"2013","State/Local","KY","Kentucky","11/11/2013",0,2,2,0,2,"Hispanic","Hispanic",2,"Intimidation",3,"Residential Area","Anti-Racial/Ethnic","Minor","Yes","No","Yes"
"1992","Local","IN","Indiana","12/12/1992",1,1,2,1,1,"White","White",2,"Simple Assault",3,"Residential Area","Anti-Government","Adult,Minor","Yes","No"
"2012","Local","UT","Utah","1/1/2012",1,0,1,1,0,"Asian","Asian",1,"Intimidation",1,"Street","Anti-Racial/Ethnic","Adult","No","No","No"
"1994","State/Local","IA","Iowa","2/2/1994",2,0,3,2,1,"Black","Black",3,"Vandalism",6,"Commercial Area","Anti-Religious","Adult","No","1"
"2010","Local","ND","North Dakota","3/3/2010",0,1,1,0,1,"Hispanic","Hispanic",1,"Simple Assault",1,"Residential Area","Anti-Racial/Ethnic","Minor","Yes","No","No"
"1996","Local","LA","Louisiana","4/4/1996",1,1,2,1,1,"White","White",2,"Vandalism",3,"Park","Anti-Government","Adult,Minor","Yes","No"
"2012","State/Local","WI","Wisconsin","5/5/2012",2,0,3,2,1,"Asian","Asian",3,"Aggravated Assault",6,"Commercial Area","Anti-Racial/Ethnic","Adult","No","1"
"1991","Local","SC","South Carolina","6/6/1991",1,0,2,1,1,"Black","Black",2,"Simple Assault",3,"Residential Area","Anti-Religious","Adult","No","No","No"
"1998","Local","MS","Mississippi","7/7/1998",1,1,2,1,1,"White","White",2,"Vandalism",3,"Park","Anti-Government","Adult,Minor","Yes","No"
"2014","Local","NM","New Mexico","8/8/2014",0,1,1,0,1,"Hispanic","Hispanic",1,"Simple Assault",1,"Residential Area","Anti-Racial/Ethnic","Minor","Yes","No","No"
"1993","Local","AR","Arkansas","9/9/1993",2,0,3,2,1,"Black","Black",3,"Aggravated Assault",6,"Commercial Area","Anti-Racial/Ethnic","Adult","No","1"
"2011","State/Local","FL","Florida","10/10/2011",1,1,2,1,1,"White","White",2,"Vandalism",3,"Park","Anti-Government","Adult,Minor","Yes","No"
"1995","Local","MO","Missouri","11/11/1995",1,1,2,1,1,"Hispanic","Hispanic",2,"Simple Assault",3,"Residential Area","Anti-Racial/Ethnic","Adult,Minor","Yes","No"
"2013","Local","AZ","Arizona","12/12/2013",0,1,1,0,1,"Asian","Asian",1,"Intimidation",1,"Street","Anti-Racial/Ethnic","Minor","Yes","No","No"
"1992","State/Local","VT","Vermont","1/1/1992",1,0,2,1,1,"White","White",2,"Simple Assault",3,"Residential Area","Anti-Government","Adult","No","No","No"
"2012","Local","CO","Colorado","2/2/2012",1,1,2,1,1,"Black","Black",2,"Vandalism",3,"Park","Anti-Religious","Adult,Minor","Yes","No"
"1994","Local","NC","North Carolina","3/3/1994",2,0,3,2,1,"White","White",3,"Aggravated Assault",6,"Commercial Area","Anti-Racial/Ethnic","Adult","No","1"
"2010","State/Local","CT","Connecticut","4/4/2010",0,2,2,0,2,"Hispanic","Hispanic",2,"Simple Assault",3,"Residential Area","Anti-Racial/Ethnic","Minor","Yes","No","Yes"
"1996","Local","KY","Kentucky","5/5/1996",1,1,2,1,1,"White","White",2,"Vandalism",3,"Park","Anti-Government","Adult,Minor","Yes","No"
"2012","Local","ID","Idaho","6/6/2012",1,0,1,1,0,"Asian","Asian",1,"Intimidation",1,"Street","Anti-Racial/Ethnic","Adult","No","No","No"
"1991","Local","AL","Alabama","7/7/1991",2,0,3,2,1,"Black","Black",3,"Aggravated Assault",6,"Commercial Area","Anti-Racial/Ethnic","Adult","No","1"
"1998","State/Local","NE","Nebraska","8/8/1998",1,1,2,1,1,"Hispanic","Hispanic",2,"Simple Assault",3,"Residential Area","Anti-Racial/Ethnic","Adult,Minor","Yes","No"
"2014","Local","WV","West Virginia","9/9/2014",0,1,1,0,1,"White","White",1,"Intimidation",1,"Street","Anti-Religious","Minor","Yes","No","No"
"1993","Local","GA","Georgia","10/10/1993",1,1,2,1,1,"Black","Black",2,"Vandalism",3,"Park","Anti-Government","Adult,Minor","Yes","No"
"2011","State/Local","MI","Michigan","11/11/2011",2,0,3,2,1,"Asian","Asian",3,"Aggravated Assault",6,"Commercial Area","Anti-Racial/Ethnic","Adult","No","1"
"1995","Local","OR","Oregon","12/12/1995",0,1,1,0,1,"Hispanic","Hispanic",1,"Simple Assault",1,"Residential Area","Anti-Racial/Ethnic","Minor","Yes","No","No"
"1992","State/Local","IL","Illinois","1/1/1992",1,1,2,1,1,"White","White",2,"Vandalism",3,"Park","Anti-Government","Adult,Minor","Yes","No"
"1993","Local",,"Alabama","1993-05-01",1,0,1,1,0,"White","Hispanic","1","Hate Crime Against House of Worship",1,"Commercial Building","Anti-Religious","Adult","Yes","None"
"2011","State",,"Alaska","2011-02-01",0,1,2,1,1,"Asian","White","2","Intimidation","2","Residential Area","Ethnicity","Adult,Child","Yes","Anti-Asian"
"1995","Federal",,"Arizona","1995-09-01",1,0,1,1,0,"White","Black","1","Hate Crime Against Business or Charity","1","School","Anti-Racial","Adult","Yes","None"
"1999","Local",,"Arkansas","1999-07-01",0,1,1,1,0,"Hispanic","White","1","Simple Assault","1","Residential Area","Anti-Religious","Child","Yes","Anti-Christian"
"2005","State",,"California","2005-11-01",1,0,1,1,0,"Black","White","1","Hate Crime Against Business or Charity","1","Commercial Building","Anti-Racial","Adult","Yes","None"
"1992","Federal",,"Colorado","1992-03-01",0,1,1,1,0,"White","Asian","1","Simple Assault","1","Residential Area","Anti-Ethnicity","Child","Yes","Anti-Asian"
"1996","Local",,"Connecticut","1996-10-01",1,0,1,1,0,"White","Hispanic","1","Hate Crime Against Business or Charity","1","School","Anti-Racial","Adult","Yes","None"
"2007","State",,"Delaware","2007-08-01",0,1,2,1,1,"Hispanic","White","2","Intimidation","2","Commercial Building","Anti-Religious","Adult,Child","Yes","Anti-Christian"
"1994","Federal",,"Florida","1994-01-01",1,0,1,1,0,"White","Black","1","Hate Crime Against House of Worship","1","Residential Area","Anti-Racial","Adult","Yes","None"
"2009","Local",,"Georgia","2009-06-01",0,1,1,1,0,"Asian","White","1","Simple Assault","1","School","Anti-Ethnicity","Child","Yes","Anti-Asian"
"1998","State",,"Hawaii","1998-04-01",1,0,1,1,0,"White","Hispanic","1","Hate Crime Against Business or Charity","1","Commercial Building","Anti-Religious","Adult","Yes","None"
"2003","Federal",,"Idaho","2003-09-01",0,1,1,1,0,"White","Black","1","Hate Crime Against Business or Charity","1","Residential Area","Anti-Racial","Child","Yes","Anti-Black"
"1997","Local",,"Illinois","1997-02-01",1,0,1,1,0,"Black","White","1","Hate Crime Against House of Worship","1","School","Anti-Racial","Adult","Yes","None"
"2001","State",,"Indiana","2001-05-01",0,1,2,1,1,"White","Asian","2","Intimidation","2","Commercial Building","Anti-Ethnicity","Adult,Child","Yes","Anti-Asian"
"1991","Federal",,"Iowa","1991-08-01",1,0,1,1,0,"White","Hispanic","1","Hate Crime Against Business or Charity","1","Residential Area","Anti-Religious","Adult","Yes","None"
"2006","Local",,"Kansas","2006-03-01",0,1,1,1,0,"Asian","White","1","Simple Assault","1","School","Anti-Ethnicity","Child","Yes","Anti-Asian"
"1999","State",,"Kentucky","1999-01-01",1,0,1,1,0,"Black","White","1","Hate Crime Against House of Worship","1","Commercial Building","Anti-Racial","Adult","Yes","None"
